Id,Prediction
2514,[0.17499474, 0.82500523]
2515,[0.35480443, 0.64519554]
2516,[0.35480443, 0.64519554]
2517,[0.739944, 0.26005605]
2518,[0.34052294, 0.65947706]
2519,[0.05111319, 0.9488868]
2520,[0.4260285, 0.5739715]
2521,[0.9999932, 6.8031172e-06]
2522,[0.9999932, 6.8031172e-06]
2523,[0.7855364, 0.21446356]
2524,[0.6239424, 0.37605765]
2525,[0.16080992, 0.8391901]
2526,[0.43294182, 0.56705815]
2527,[0.39905745, 0.6009426]
2528,[0.3427854, 0.6572146]
2529,[0.18418135, 0.81581867]
2530,[0.001783314, 0.9982167]
2531,[0.022379378, 0.97762066]
2532,[0.99410534, 0.00589463]
2533,[0.83988124, 0.16011874]
2534,[0.78319097, 0.21680902]
2535,[0.14804468, 0.85195535]
2536,[0.9952532, 0.0047468464]
2537,[0.7800703, 0.2199297]
2538,[0.038987882, 0.9610122]
2539,[0.00027782668, 0.9997222]
2540,[0.33447, 0.66553]
2541,[0.568385, 0.43161502]
2542,[0.7397088, 0.26029128]
2543,[0.99999917, 8.035884e-07]
2544,[0.78178674, 0.2182132]
2545,[0.061182555, 0.93881744]
2546,[0.14204292, 0.85795707]
2547,[0.99999905, 9.138141e-07]
2548,[0.20473574, 0.79526424]
2549,[0.73801047, 0.2619895]
2550,[0.38910896, 0.61089104]
2551,[0.10462093, 0.8953791]
2552,[0.9997925, 0.00020748428]
2553,[0.9997925, 0.00020748428]
2554,[0.83426815, 0.16573188]
2555,[0.3485748, 0.6514252]
2556,[0.9903762, 0.0096238395]
2557,[0.85039675, 0.14960317]
2558,[0.9953053, 0.0046947435]
2559,[0.1149293, 0.8850707]
2560,[0.26710874, 0.73289126]
2561,[0.27038804, 0.729612]
2562,[0.20517343, 0.7948266]
2563,[0.5697595, 0.4302405]
2564,[0.98256093, 0.01743906]
2565,[0.9999999, 6.423309e-08]
2566,[0.8715575, 0.12844257]
2567,[0.3358038, 0.6641962]
2568,[0.09638088, 0.9036191]
2569,[0.13815956, 0.8618405]
2570,[0.6041602, 0.3958398]
2571,[0.032892957, 0.967107]
2572,[0.16586936, 0.8341306]
2573,[0.5824599, 0.41754]
2574,[0.5526521, 0.44734785]
2575,[0.75579077, 0.2442092]
2576,[0.89306796, 0.106932014]
2577,[0.1599929, 0.84000707]
2578,[0.005466422, 0.99453354]
2579,[0.12890565, 0.87109435]
2580,[0.0026543466, 0.9973456]
2581,[0.92628044, 0.07371958]
2582,[0.077149145, 0.92285085]
2583,[0.9998337, 0.00016630942]
2584,[0.0766674, 0.92333263]
2585,[0.19886367, 0.8011363]
2586,[0.19886367, 0.8011363]
2587,[0.00890172, 0.9910982]
2588,[0.047910705, 0.95208925]
2589,[0.13222004, 0.8677799]
2590,[0.64760935, 0.35239068]
2591,[0.024909213, 0.97509086]
2592,[0.93940896, 0.060591027]
2593,[0.13644738, 0.86355263]
2594,[0.070631415, 0.92936856]
2595,[0.050365813, 0.9496342]
2596,[0.003334995, 0.99666494]
2597,[0.07427158, 0.9257284]
2598,[0.12362879, 0.87637126]
2599,[0.7343351, 0.26566494]
2600,[0.32856962, 0.67143035]
2601,[0.9911767, 0.008823287]
2602,[0.040413093, 0.9595869]
2603,[0.9760251, 0.02397482]
2604,[0.42244062, 0.57755935]
2605,[0.08513014, 0.91486984]
2606,[0.1718324, 0.82816756]
2607,[0.024584183, 0.97541577]
2608,[0.024584183, 0.97541577]
2609,[0.024584183, 0.97541577]
2610,[0.8275702, 0.17242983]
2611,[0.0069102747, 0.99308974]
2612,[0.0030087999, 0.99699116]
2613,[0.9999945, 5.5264522e-06]
2614,[0.18614556, 0.81385446]
2615,[0.817648, 0.182352]
2616,[0.008109789, 0.9918902]
2617,[1.0, 5.297503e-09]
2618,[0.030536719, 0.9694633]
2619,[0.11249441, 0.8875056]
2620,[0.20131417, 0.79868585]
2621,[0.635896, 0.36410403]
2622,[0.8353037, 0.16469622]
2623,[0.11528479, 0.88471526]
2624,[0.99999654, 3.4571196e-06]
2625,[0.4102544, 0.58974564]
2626,[0.059003327, 0.94099665]
2627,[0.94943386, 0.05056618]
2628,[1.0, 1.7761048e-08]
2629,[0.59179145, 0.40820852]
2630,[0.025550697, 0.9744493]
2631,[0.020357167, 0.9796428]
2632,[0.9997857, 0.00021432625]
2633,[0.023411332, 0.9765887]
2634,[0.17997931, 0.8200207]
2635,[0.6951326, 0.30486742]
2636,[0.99999976, 2.9208888e-07]
2637,[0.6159907, 0.38400936]
2638,[0.9999994, 5.7610146e-07]
2639,[0.07134538, 0.9286547]
2640,[0.723716, 0.27628395]
2641,[1.0, 3.8858325e-09]
2642,[1.0, 2.9488083e-09]
2643,[0.9383142, 0.061685774]
2644,[0.8264148, 0.17358519]
2645,[0.56305176, 0.43694824]
2646,[0.5675045, 0.4324955]
2647,[1.0, 1.4666935e-08]
2648,[0.8437052, 0.15629481]
2649,[0.20786527, 0.79213476]
2650,[0.68802226, 0.3119777]
2651,[0.069466315, 0.9305337]
2652,[0.027904842, 0.9720952]
2653,[0.6435773, 0.35642275]
2654,[0.2904567, 0.7095433]
2655,[0.84354264, 0.15645735]
2656,[0.025751615, 0.9742484]
2657,[0.04832695, 0.9516731]
2658,[0.0012015204, 0.9987985]
2659,[0.7725928, 0.22740719]
2660,[0.99999976, 1.9461565e-07]
2661,[0.2109301, 0.78906983]
2662,[0.68091387, 0.31908613]
2663,[0.9257479, 0.07425211]
2664,[0.42631572, 0.5736843]
2665,[0.21490076, 0.78509927]
2666,[0.09856322, 0.9014368]
2667,[0.49037918, 0.50962085]
2668,[0.4581749, 0.54182506]
2669,[0.33983457, 0.6601654]
2670,[0.99988186, 0.00011817495]
2671,[0.308339, 0.69166094]
2672,[1.0, 5.470116e-13]
2673,[0.059020158, 0.9409799]
2674,[0.17692614, 0.8230739]
2675,[0.9816996, 0.01830042]
2676,[0.8358406, 0.1641594]
2677,[0.9460349, 0.053965103]
2678,[0.8523674, 0.14763255]
2679,[1.0, 6.4520274e-09]
2680,[1.0, 6.4520274e-09]
2681,[0.48814335, 0.5118567]
2682,[0.114033096, 0.88596696]
2683,[0.037070733, 0.96292925]
2684,[0.09679551, 0.90320444]
2685,[0.41891927, 0.58108073]
2686,[0.3406215, 0.6593785]
2687,[0.22112016, 0.7788799]
2688,[0.26436287, 0.7356371]
2689,[0.0015275803, 0.9984724]
2690,[0.5556239, 0.4443761]
2691,[0.36500722, 0.6349928]
2692,[0.87397057, 0.1260294]
2693,[0.06666852, 0.9333315]
2694,[0.2031485, 0.7968515]
2695,[0.9786421, 0.021357851]
2696,[0.16522814, 0.8347718]
2697,[0.9999925, 7.5546145e-06]
2698,[0.9999925, 7.5546145e-06]
2699,[0.99578166, 0.004218317]
2700,[0.6032774, 0.39672258]
2701,[0.91860306, 0.08139695]
2702,[0.9999918, 8.1794715e-06]
2703,[0.93599343, 0.06400655]
2704,[1.0, 1.387134e-08]
2705,[0.26666164, 0.7333384]
2706,[0.31500724, 0.6849928]
2707,[0.21970807, 0.7802919]
2708,[0.31581965, 0.6841803]
2709,[0.85962135, 0.14037865]
2710,[1.0, 2.8860217e-08]
2711,[1.0, 2.8860217e-08]
2712,[1.0, 2.8860217e-08]
2713,[0.54123974, 0.45876023]
2714,[0.06459519, 0.9354048]
2715,[0.54672927, 0.4532707]
2716,[0.05482757, 0.9451725]
2717,[0.00013697169, 0.999863]
2718,[0.24179187, 0.7582081]
2719,[0.13473293, 0.86526704]
2720,[0.45071697, 0.54928297]
2721,[0.3092827, 0.6907173]
2722,[0.89345264, 0.10654741]
2723,[0.004420147, 0.9955798]
2724,[0.057829402, 0.94217056]
2725,[0.20845442, 0.7915456]
2726,[0.99982053, 0.00017952883]
2727,[0.9289547, 0.07104532]
2728,[0.95761055, 0.042389497]
2729,[0.44147035, 0.5585296]
2730,[0.6468931, 0.35310695]
2731,[0.12690072, 0.8730993]
2732,[0.17986633, 0.8201337]
2733,[0.06045771, 0.93954223]
2734,[0.7065693, 0.2934307]
2735,[0.544707, 0.455293]
2736,[0.94827336, 0.05172671]
2737,[0.19219437, 0.80780566]
2738,[0.6102268, 0.3897732]
2739,[0.6102268, 0.3897732]
2740,[0.015082967, 0.984917]
2741,[0.38813993, 0.6118601]
2742,[0.58505213, 0.41494787]
2743,[0.9966343, 0.003365744]
2744,[0.8936018, 0.10639828]
2745,[0.4493476, 0.5506524]
2746,[0.543917, 0.45608303]
2747,[0.9127987, 0.08720131]
2748,[0.6398431, 0.36015692]
2749,[0.7773676, 0.22263244]
2750,[1.0, 5.365932e-09]
2751,[0.7923892, 0.20761073]
2752,[0.8981852, 0.10181483]
2753,[0.3149964, 0.68500364]
2754,[0.2152228, 0.78477716]
2755,[0.74556947, 0.25443053]
2756,[0.0014636682, 0.99853635]
2757,[0.75756407, 0.24243593]
2758,[0.50889295, 0.491107]
2759,[0.79341316, 0.20658684]
2760,[0.9867251, 0.0132748615]
2761,[0.99961346, 0.00038660315]
2762,[0.21121632, 0.78878367]
2763,[0.09027481, 0.9097252]
2764,[0.9980349, 0.0019651554]
2765,[0.12232887, 0.8776712]
2766,[0.7975217, 0.2024783]
2767,[0.988889, 0.011111032]
2768,[0.99653506, 0.0034649512]
2769,[0.06943472, 0.9305653]
2770,[0.1582634, 0.8417366]
2771,[0.54519075, 0.45480928]
2772,[0.444739, 0.55526096]
2773,[0.99867934, 0.0013206418]
2774,[0.89132875, 0.1086712]
2775,[0.005108887, 0.99489105]
2776,[0.06896661, 0.9310334]
2777,[0.99643034, 0.0035696542]
2778,[0.9814069, 0.018593032]
2779,[0.022110254, 0.9778897]
2780,[0.83005935, 0.16994062]
2781,[0.6729763, 0.3270237]
2782,[0.8999795, 0.100020535]
2783,[0.9600273, 0.039972678]
2784,[0.6267578, 0.37324214]
2785,[0.48714128, 0.51285875]
2786,[0.36516318, 0.6348368]
2787,[0.028705431, 0.9712946]
2788,[0.12467218, 0.8753278]
2789,[0.7024457, 0.2975543]
2790,[0.99986124, 0.00013878745]
2791,[0.057758883, 0.94224113]
2792,[0.29537967, 0.70462036]
2793,[0.9804602, 0.019539807]
2794,[0.15928935, 0.8407107]
2795,[0.9987024, 0.0012975241]
2796,[0.9987024, 0.0012975241]
2797,[0.13854691, 0.8614531]
2798,[0.97358966, 0.02641042]
2799,[1.0, 3.2168386e-09]
2800,[0.2532358, 0.74676424]
2801,[0.0059390077, 0.99406093]
2802,[0.41172925, 0.5882708]
2803,[0.94472444, 0.055275515]
2804,[0.9999981, 1.8523743e-06]
2805,[0.16060057, 0.83939946]
2806,[0.83585507, 0.16414495]
2807,[0.9473717, 0.05262832]
2808,[0.075351566, 0.9246484]
2809,[0.4179639, 0.5820361]
2810,[0.7609127, 0.23908725]
2811,[0.9984257, 0.0015742569]
2812,[0.9984257, 0.0015742569]
2813,[0.34909946, 0.65090054]
2814,[0.90180266, 0.09819739]
2815,[0.5055408, 0.49445924]
2816,[0.9807108, 0.019289182]
2817,[0.066077754, 0.93392223]
2818,[0.018240131, 0.9817599]
2819,[0.99447316, 0.0055268686]
2820,[0.9264151, 0.07358496]
2821,[0.73421824, 0.26578173]
2822,[0.4464743, 0.5535257]
2823,[0.27385312, 0.7261469]
2824,[0.9993505, 0.0006495283]
2825,[0.23968413, 0.76031584]
2826,[0.751446, 0.24855396]
2827,[3.3923956e-05, 0.999966]
2828,[0.16095084, 0.83904916]
2829,[0.42890587, 0.5710941]
2830,[0.58932626, 0.41067374]
2831,[0.73648226, 0.2635177]
2832,[0.71636, 0.28364006]
2833,[0.158695, 0.84130496]
2834,[0.8862845, 0.1137155]
2835,[0.79328656, 0.20671344]
2836,[0.5876778, 0.41232216]
2837,[0.975723, 0.024276944]
2838,[0.27085352, 0.7291464]
2839,[0.24851896, 0.75148106]
2840,[0.026505748, 0.9734943]
2841,[0.13553874, 0.8644613]
2842,[0.6252749, 0.37472513]
2843,[0.066156454, 0.9338435]
2844,[0.82924813, 0.1707518]
2845,[0.50890046, 0.4910996]
2846,[0.6106564, 0.38934362]
2847,[0.21273555, 0.7872644]
2848,[0.42865664, 0.57134336]
2849,[0.61173296, 0.38826704]
2850,[0.0027990714, 0.99720097]
2851,[0.0027990714, 0.99720097]
2852,[0.9155737, 0.08442635]
2853,[0.33033946, 0.66966057]
2854,[0.76667297, 0.23332708]
2855,[0.3458634, 0.65413654]
2856,[0.63115466, 0.36884537]
2857,[0.004150972, 0.995849]
2858,[0.051651727, 0.9483483]
2859,[0.14973953, 0.85026044]
2860,[0.30426297, 0.69573706]
2861,[0.006955685, 0.9930443]
2862,[0.18874079, 0.81125927]
2863,[0.9244943, 0.07550565]
2864,[0.22601375, 0.7739862]
2865,[0.60280985, 0.3971901]
2866,[0.34256274, 0.6574373]
2867,[0.86361545, 0.13638453]
2868,[0.0016733987, 0.9983266]
2869,[4.7628386e-05, 0.9999523]
2870,[0.9812874, 0.018712576]
2871,[0.027482394, 0.9725176]
2872,[0.12728043, 0.8727196]
2873,[0.025507938, 0.9744921]
2874,[0.10524596, 0.89475405]
2875,[0.028152674, 0.9718473]
2876,[0.99997747, 2.2552027e-05]
2877,[0.56814563, 0.4318543]
2878,[0.56814563, 0.4318543]
2879,[0.7331319, 0.26686805]
2880,[0.06681724, 0.9331827]
2881,[0.99985266, 0.00014729504]
2882,[0.3566857, 0.64331436]
2883,[0.80014557, 0.19985436]
2884,[0.862171, 0.13782904]
2885,[0.023819651, 0.9761804]
2886,[0.09401618, 0.90598387]
2887,[0.59314626, 0.40685377]
2888,[0.035983205, 0.9640168]
2889,[0.06961299, 0.93038696]
2890,[1.0, 4.1346406e-09]
2891,[0.6241666, 0.37583342]
2892,[0.881218, 0.11878195]
2893,[0.3734297, 0.62657034]
2894,[0.52093184, 0.4790682]
2895,[0.4229849, 0.5770151]
2896,[0.6728663, 0.32713372]
2897,[0.3987139, 0.60128605]
2898,[0.11825395, 0.881746]
2899,[0.24652806, 0.7534719]
2900,[0.7245212, 0.27547878]
2901,[0.86177415, 0.13822578]
2902,[0.015547662, 0.98445237]
2903,[0.21892433, 0.7810757]
2904,[0.21892433, 0.7810757]
2905,[0.21892433, 0.7810757]
2906,[0.21892433, 0.7810757]
2907,[0.21892433, 0.7810757]
2908,[0.21892433, 0.7810757]
2909,[0.21892433, 0.7810757]
2910,[0.21892433, 0.7810757]
2911,[0.21892433, 0.7810757]
2912,[0.21892433, 0.7810757]
2913,[0.21892433, 0.7810757]
2914,[0.21892433, 0.7810757]
2915,[0.21892433, 0.7810757]
2916,[0.21892433, 0.7810757]
2917,[0.21892433, 0.7810757]
2918,[0.21892433, 0.7810757]
2919,[0.21892433, 0.7810757]
2920,[0.21892433, 0.7810757]
2921,[0.21892433, 0.7810757]
2922,[0.21892433, 0.7810757]
2923,[0.21892433, 0.7810757]
2924,[0.21892433, 0.7810757]
2925,[0.21892433, 0.7810757]
2926,[0.21892433, 0.7810757]
2927,[0.21892433, 0.7810757]
2928,[0.21892433, 0.7810757]
2929,[0.21892433, 0.7810757]
2930,[0.21892433, 0.7810757]
2931,[0.21892433, 0.7810757]
2932,[0.21892433, 0.7810757]
2933,[0.21892433, 0.7810757]
2934,[0.21892433, 0.7810757]
2935,[0.21892433, 0.7810757]
2936,[0.21892433, 0.7810757]
2937,[0.21892433, 0.7810757]
2938,[0.21892433, 0.7810757]
2939,[0.21892433, 0.7810757]
2940,[0.21892433, 0.7810757]
2941,[0.21892433, 0.7810757]
2942,[0.21892433, 0.7810757]
2943,[0.21892433, 0.7810757]
2944,[0.21892433, 0.7810757]
2945,[0.21892433, 0.7810757]
2946,[0.21892433, 0.7810757]
2947,[0.21892433, 0.7810757]
2948,[0.21892433, 0.7810757]
2949,[0.21892433, 0.7810757]
2950,[0.21892433, 0.7810757]
2951,[0.21892433, 0.7810757]
2952,[0.21892433, 0.7810757]
2953,[0.21892433, 0.7810757]
2954,[0.21892433, 0.7810757]
2955,[0.21892433, 0.7810757]
2956,[0.21892433, 0.7810757]
2957,[0.21892433, 0.7810757]
2958,[0.21892433, 0.7810757]
2959,[0.21892433, 0.7810757]
2960,[0.21892433, 0.7810757]
2961,[0.21892433, 0.7810757]
2962,[0.21892433, 0.7810757]
2963,[0.21892433, 0.7810757]
2964,[0.21892433, 0.7810757]
2965,[0.21892433, 0.7810757]
2966,[0.21892433, 0.7810757]
2967,[0.21892433, 0.7810757]
2968,[0.21892433, 0.7810757]
2969,[0.21892433, 0.7810757]
2970,[0.21892433, 0.7810757]
2971,[0.21892433, 0.7810757]
2972,[0.21892433, 0.7810757]
2973,[0.21892433, 0.7810757]
2974,[0.21892433, 0.7810757]
2975,[0.21892433, 0.7810757]
2976,[0.21892433, 0.7810757]
2977,[0.21892433, 0.7810757]
2978,[0.21892433, 0.7810757]
2979,[0.21892433, 0.7810757]
2980,[0.21892433, 0.7810757]
2981,[0.21892433, 0.7810757]
2982,[0.21892433, 0.7810757]
2983,[0.21892433, 0.7810757]
2984,[0.21892433, 0.7810757]
2985,[0.21892433, 0.7810757]
2986,[0.21892433, 0.7810757]
2987,[0.21892433, 0.7810757]
2988,[0.21892433, 0.7810757]
2989,[0.21892433, 0.7810757]
2990,[0.21892433, 0.7810757]
2991,[0.21892433, 0.7810757]
2992,[0.21892433, 0.7810757]
2993,[0.21892433, 0.7810757]
2994,[0.21892433, 0.7810757]
2995,[0.21892433, 0.7810757]
2996,[0.21892433, 0.7810757]
2997,[0.21892433, 0.7810757]
2998,[0.21892433, 0.7810757]
2999,[0.21892433, 0.7810757]
3000,[0.21892433, 0.7810757]
3001,[0.21892433, 0.7810757]
3002,[0.21892433, 0.7810757]
3003,[0.21892433, 0.7810757]
3004,[0.21892433, 0.7810757]
3005,[0.21892433, 0.7810757]
3006,[0.21892433, 0.7810757]
3007,[0.21892433, 0.7810757]
3008,[0.21892433, 0.7810757]
3009,[0.21892433, 0.7810757]
3010,[0.21892433, 0.7810757]
3011,[0.21892433, 0.7810757]
3012,[0.21892433, 0.7810757]
3013,[0.21892433, 0.7810757]
3014,[0.21892433, 0.7810757]
3015,[0.21892433, 0.7810757]
3016,[0.21892433, 0.7810757]
3017,[0.21892433, 0.7810757]
3018,[0.21892433, 0.7810757]
3019,[0.21892433, 0.7810757]
3020,[0.21892433, 0.7810757]
3021,[0.21892433, 0.7810757]
3022,[0.21892433, 0.7810757]
3023,[0.21892433, 0.7810757]
3024,[0.21892433, 0.7810757]
3025,[0.21892433, 0.7810757]
3026,[0.21892433, 0.7810757]
3027,[0.21892433, 0.7810757]
3028,[0.21892433, 0.7810757]
3029,[0.21892433, 0.7810757]
3030,[0.21892433, 0.7810757]
3031,[0.21892433, 0.7810757]
3032,[0.21892433, 0.7810757]
3033,[0.21892433, 0.7810757]
3034,[0.21892433, 0.7810757]
3035,[0.21892433, 0.7810757]
3036,[0.21892433, 0.7810757]
3037,[0.21892433, 0.7810757]
3038,[0.21892433, 0.7810757]
3039,[0.21892433, 0.7810757]
3040,[0.21892433, 0.7810757]
3041,[0.21892433, 0.7810757]
3042,[0.21892433, 0.7810757]
3043,[0.21892433, 0.7810757]
3044,[0.21892433, 0.7810757]
3045,[0.21892433, 0.7810757]
3046,[0.21892433, 0.7810757]
3047,[0.21892433, 0.7810757]
3048,[0.21892433, 0.7810757]
3049,[0.21892433, 0.7810757]
3050,[0.21892433, 0.7810757]
3051,[0.21892433, 0.7810757]
3052,[0.21892433, 0.7810757]
3053,[0.21892433, 0.7810757]
3054,[0.21892433, 0.7810757]
3055,[0.21892433, 0.7810757]
3056,[0.21892433, 0.7810757]
3057,[0.21892433, 0.7810757]
3058,[0.21892433, 0.7810757]
3059,[0.21892433, 0.7810757]
3060,[0.21892433, 0.7810757]
3061,[0.21892433, 0.7810757]
3062,[0.21892433, 0.7810757]
3063,[0.21892433, 0.7810757]
3064,[0.21892433, 0.7810757]
3065,[0.21892433, 0.7810757]
3066,[0.21892433, 0.7810757]
3067,[0.21892433, 0.7810757]
3068,[0.21892433, 0.7810757]
3069,[0.21892433, 0.7810757]
3070,[0.21892433, 0.7810757]
3071,[0.39709294, 0.60290706]
3072,[0.30937666, 0.69062334]
3073,[0.80798644, 0.1920136]
3074,[0.09596424, 0.90403575]
3075,[0.81689084, 0.1831092]
3076,[0.6537904, 0.34620962]
3077,[0.41045573, 0.5895443]
3078,[0.21254838, 0.7874516]
3079,[0.7113697, 0.28863028]
3080,[0.99999976, 2.3425724e-07]
3081,[0.99999976, 2.3425724e-07]
3082,[0.0318151, 0.96818495]
3083,[0.35926864, 0.64073133]
3084,[0.9999999, 9.156551e-08]
3085,[0.13638991, 0.86361]
3086,[0.2651933, 0.7348067]
3087,[0.29281357, 0.7071864]
3088,[0.9804895, 0.01951054]
3089,[0.022418067, 0.9775819]
3090,[0.7360766, 0.2639234]
3091,[0.019539593, 0.98046035]
3092,[0.41098082, 0.5890191]
3093,[0.03869967, 0.96130025]
3094,[0.003193098, 0.996807]
3095,[0.003193098, 0.996807]
3096,[0.48561358, 0.51438636]
3097,[0.89662623, 0.10337374]
3098,[0.5872775, 0.41272253]
3099,[0.4101625, 0.58983743]
3100,[0.6806572, 0.3193428]
3101,[0.93776476, 0.062235266]
3102,[0.7578806, 0.24211936]
3103,[0.99998987, 1.0177537e-05]
3104,[0.97280866, 0.027191296]
3105,[0.33562773, 0.6643723]
3106,[0.9034352, 0.0965648]
3107,[0.4731113, 0.52688867]
3108,[0.88183963, 0.11816037]
3109,[0.03211674, 0.9678832]
3110,[0.94790334, 0.052096702]
3111,[0.8371723, 0.16282772]
3112,[0.03865056, 0.9613494]
3113,[0.009064983, 0.990935]
3114,[0.1885156, 0.8114844]
3115,[0.57094264, 0.42905736]
3116,[0.3877941, 0.6122059]
3117,[0.051304553, 0.9486954]
3118,[0.19081615, 0.80918384]
3119,[0.9886487, 0.011351367]
3120,[0.4370031, 0.56299686]
3121,[0.87376636, 0.12623358]
3122,[0.38063544, 0.61936456]
3123,[0.20675571, 0.79324436]
3124,[0.7633042, 0.23669586]
3125,[0.9544983, 0.045501724]
3126,[0.016581828, 0.98341817]
3127,[0.7415069, 0.25849307]
3128,[0.9990702, 0.00092976796]
3129,[0.9990702, 0.00092976796]
3130,[0.6237154, 0.37628463]
3131,[0.9050498, 0.0949502]
3132,[0.5097429, 0.49025708]
3133,[0.14125913, 0.8587408]
3134,[0.8684955, 0.13150449]
3135,[0.44053945, 0.5594605]
3136,[0.9997925, 0.00020747558]
3137,[0.22967297, 0.77032703]
3138,[0.9920562, 0.007943749]
3139,[0.89253014, 0.107469805]
3140,[0.8969875, 0.10301258]
3141,[0.15366818, 0.8463318]
3142,[0.90534616, 0.09465388]
3143,[0.13137996, 0.8686201]
3144,[0.5388496, 0.46115044]
3145,[0.050120793, 0.94987917]
3146,[1.0, 3.6042916e-08]
3147,[0.072438754, 0.9275613]
3148,[0.11521787, 0.88478214]
3149,[0.91616577, 0.08383426]
3150,[0.7617311, 0.23826887]
3151,[0.85041004, 0.14959]
3152,[0.62266374, 0.37733623]
3153,[0.89119613, 0.1088039]
3154,[0.9999443, 5.5726974e-05]
3155,[0.5687817, 0.4312183]
3156,[0.4448702, 0.5551298]
3157,[0.9339876, 0.06601234]
3158,[0.115828596, 0.8841714]
3159,[0.18531974, 0.8146803]
3160,[0.9999486, 5.1401024e-05]
3161,[0.9999486, 5.1401024e-05]
3162,[0.3208965, 0.67910355]
3163,[0.7888492, 0.2111508]
3164,[0.339373, 0.66062707]
3165,[1.6847505e-05, 0.9999832]
3166,[0.053025775, 0.9469742]
3167,[0.317092, 0.682908]
3168,[0.99976164, 0.00023840417]
3169,[0.53406197, 0.46593803]
3170,[0.14496252, 0.85503745]
3171,[0.0032986137, 0.9967014]
3172,[0.06069786, 0.93930215]
3173,[0.0133889755, 0.986611]
3174,[0.12916432, 0.8708356]
3175,[0.34335083, 0.6566492]
3176,[0.05722664, 0.9427734]
3177,[0.5100839, 0.4899161]
3178,[0.988101, 0.011898988]
3179,[0.51662064, 0.48337936]
3180,[0.6447759, 0.35522407]
3181,[0.4433222, 0.5566778]
3182,[0.8618631, 0.13813695]
3183,[3.6858575e-05, 0.99996316]
3184,[0.22424921, 0.7757508]
3185,[0.22424921, 0.7757508]
3186,[0.53918004, 0.46082002]
3187,[0.32047966, 0.67952037]
3188,[0.98276365, 0.01723637]
3189,[0.98293513, 0.017064886]
3190,[0.18172741, 0.8182726]
3191,[0.9605033, 0.039496753]
3192,[0.5891363, 0.41086367]
3193,[0.41498443, 0.5850156]
3194,[0.6859274, 0.3140726]
3195,[0.5500569, 0.44994318]
3196,[0.8996081, 0.10039185]
3197,[0.99921477, 0.0007852113]
3198,[0.99921477, 0.0007852113]
3199,[0.6743294, 0.3256706]
3200,[0.0012735861, 0.9987264]
3201,[1.0, 8.754269e-09]
3202,[0.8746686, 0.1253314]
3203,[0.280901, 0.71909904]
3204,[0.9999701, 2.9970473e-05]
3205,[0.03756783, 0.9624322]
3206,[0.000218697, 0.9997813]
3207,[0.65891683, 0.3410832]
3208,[0.65891683, 0.3410832]
3209,[0.65891683, 0.3410832]
3210,[0.65891683, 0.3410832]
3211,[0.65891683, 0.3410832]
3212,[0.65891683, 0.3410832]
3213,[0.65891683, 0.3410832]
3214,[0.65891683, 0.3410832]
3215,[0.65891683, 0.3410832]
3216,[0.4759527, 0.5240473]
3217,[0.41019627, 0.58980376]
3218,[0.7628327, 0.2371673]
3219,[0.33562773, 0.6643723]
3220,[0.23308472, 0.76691526]
3221,[0.10469161, 0.8953084]
3222,[0.9010119, 0.09898808]
3223,[0.5833321, 0.41666788]
3224,[0.9999949, 5.161795e-06]
3225,[0.16986927, 0.83013076]
3226,[0.13315713, 0.8668428]
3227,[0.4434496, 0.5565504]
3228,[0.09521744, 0.90478253]
3229,[0.0066118645, 0.99338806]
3230,[0.34699944, 0.6530006]
3231,[0.20785004, 0.79214996]
3232,[0.00089215086, 0.9991078]
3233,[0.7332066, 0.26679337]
3234,[0.82540756, 0.17459245]
3235,[0.34991202, 0.650088]
3236,[0.2687147, 0.7312853]
3237,[0.9999987, 1.3341792e-06]
3238,[0.95793885, 0.042061187]
3239,[0.6213678, 0.37863222]
3240,[0.99998415, 1.5851043e-05]
3241,[0.03301953, 0.9669805]
3242,[0.1901206, 0.8098794]
3243,[0.6029515, 0.39704844]
3244,[0.6029515, 0.39704844]
3245,[0.3068985, 0.69310147]
3246,[0.10875873, 0.89124125]
3247,[1.0, 6.028927e-09]
3248,[1.0, 6.028927e-09]
3249,[0.049267758, 0.95073223]
3250,[0.59090525, 0.40909475]
3251,[0.72759503, 0.27240497]
3252,[0.34956726, 0.65043277]
3253,[0.99999917, 7.821487e-07]
3254,[0.010000372, 0.9899996]
3255,[0.45768666, 0.54231334]
3256,[0.28875577, 0.7112442]
3257,[0.9993554, 0.00064466114]
3258,[0.55822515, 0.44177487]
3259,[0.12990937, 0.8700906]
3260,[0.13298447, 0.86701554]
3261,[0.029551031, 0.9704489]
3262,[0.16103742, 0.83896255]
3263,[0.1194013, 0.8805987]
3264,[0.30434236, 0.6956577]
3265,[0.026487911, 0.9735121]
3266,[0.08124441, 0.9187556]
3267,[0.013177493, 0.9868225]
3268,[0.6105769, 0.389423]
3269,[0.38849133, 0.6115087]
3270,[0.9999641, 3.5886136e-05]
3271,[0.99999976, 2.3932222e-07]
3272,[0.9999584, 4.1640084e-05]
3273,[0.99999976, 2.9208888e-07]
3274,[0.6227106, 0.37728935]
3275,[0.8251375, 0.17486244]
3276,[0.03870025, 0.9612997]
3277,[0.41395327, 0.5860467]
3278,[0.9158448, 0.084155165]
3279,[0.22124167, 0.77875835]
3280,[0.07487285, 0.92512715]
3281,[0.30114412, 0.6988559]
3282,[1.0, 2.3832412e-08]
3283,[0.44395417, 0.55604583]
